report_date,reported_for_date,weight_range,purchase_type,head_count,price_low,price_high,wtd_avg,avg_weight,total_head,week_of_year,year,indexby_year
2022-01-19,2022-01-18,550/up,Negotiated Formula Sows,,,,,,,42,2022,13
2022-01-19,2022-01-18,300-399,Negotiated Sows,1662.0,25.0,52.0,41.98,371.0,6966.0,42,2022,13
2022-01-20,2022-01-19,550/up,Combined Negotiated/Negotiated Formula Sows,606.0,40.0,56.5,46.5,584.0,6302.0,43,2022,14
2022-01-20,2022-01-19,300-399,Swine/Pork Market Formula Sows,219.0,28.46,40.36,36.66,370.0,1454.0,43,2022,14
2022-01-20,2022-01-19,450-499,Swine/Pork Market Formula Sows,306.0,40.17,47.18,43.77,476.0,1454.0,43,2022,14
2022-01-20,2022-01-19,400-449,Swine/Pork Market Formula Sows,203.0,39.21,42.1,40.46,428.0,1454.0,43,2022,14
2022-01-20,2022-01-19,500-549,Swine/Pork Market Formula Sows,424.0,43.12,49.39,46.37,523.0,1454.0,43,2022,14
2022-01-20,2022-01-19,300-399,Negotiated Sows,1416.0,22.0,53.0,38.23,370.0,6302.0,43,2022,14
2022-01-20,2022-01-19,500-549,Combined Negotiated/Negotiated Formula Sows,1306.0,31.65,56.5,46.35,525.0,6302.0,43,2022,14
2022-01-20,2022-01-19,400-449,Negotiated Formula Sows,,,,,,,43,2022,14
2022-01-20,2022-01-19,200/up,Boars,655.0,,,,281.0,655.0,43,2022,14
2022-01-20,2022-01-19,400-449,Negotiated Sows,1629.0,23.0,54.75,38.87,424.0,6302.0,43,2022,14
2022-01-20,2022-01-19,300-399,Negotiated Formula Sows,,,,,,,43,2022,14
2022-01-20,2022-01-19,450-499,Negotiated Sows,1345.0,24.0,55.5,40.57,474.0,6302.0,43,2022,14
2022-01-20,2022-01-19,450-499,Combined Negotiated/Negotiated Formula Sows,1345.0,24.0,55.5,40.57,474.0,6302.0,43,2022,14
2022-01-20,2022-01-19,500-549,Negotiated Formula Sows,,,,,,,43,2022,14
2022-01-20,2022-01-19,550/up,Swine/Pork Market Formula Sows,302.0,43.43,52.42,48.11,588.0,1454.0,43,2022,14
2022-01-20,2022-01-19,450-499,Negotiated Formula Sows,,,,,,,43,2022,14
2022-01-20,2022-01-19,500-549,Negotiated Sows,1306.0,31.65,56.5,46.35,525.0,6302.0,43,2022,14
2022-01-20,2022-01-19,550/up,Negotiated Formula Sows,,,,,,,43,2022,14
2022-01-20,2022-01-19,400-449,Combined Negotiated/Negotiated Formula Sows,1629.0,23.0,54.75,38.87,424.0,6302.0,43,2022,14
2022-01-20,2022-01-19,550/up,Negotiated Sows,606.0,40.0,56.5,46.5,584.0,6302.0,43,2022,14
2022-01-20,2022-01-19,300-399,Combined Negotiated/Negotiated Formula Sows,1416.0,22.0,53.0,38.23,370.0,6302.0,43,2022,14
2022-01-21,2022-01-20,300-399,Negotiated Formula Sows,,,,,,,44,2022,15
2022-01-21,2022-01-20,500-549,Negotiated Sows,1526.0,29.51,55.5,45.82,524.0,7018.0,44,2022,15
2022-01-21,2022-01-20,300-399,Swine/Pork Market Formula Sows,205.0,30.05,42.98,39.43,377.0,1625.0,44,2022,15
2022-01-21,2022-01-20,400-449,Swine/Pork Market Formula Sows,323.0,35.05,42.51,40.16,428.0,1625.0,44,2022,15
2022-01-21,2022-01-20,550/up,Swine/Pork Market Formula Sows,284.0,45.17,49.88,47.41,587.0,1625.0,44,2022,15
2022-01-21,2022-01-20,500-549,Combined Negotiated/Negotiated Formula Sows,1526.0,29.51,55.5,45.82,524.0,7018.0,44,2022,15
2022-01-21,2022-01-20,500-549,Negotiated Formula Sows,,,,,,,44,2022,15
2022-01-21,2022-01-20,200/up,Boars,417.0,5.0,32.5,31.55,334.0,417.0,44,2022,15
2022-01-21,2022-01-20,450-499,Combined Negotiated/Negotiated Formula Sows,1555.0,26.0,56.86,41.23,474.0,7018.0,44,2022,15
2022-01-21,2022-01-20,500-549,Swine/Pork Market Formula Sows,480.0,44.85,49.38,46.88,522.0,1625.0,44,2022,15
2022-01-21,2022-01-20,450-499,Negotiated Sows,1555.0,26.0,56.86,41.23,474.0,7018.0,44,2022,15
2022-01-21,2022-01-20,400-449,Negotiated Formula Sows,,,,,,,44,2022,15
2022-01-21,2022-01-20,300-399,Negotiated Sows,1271.0,22.75,46.0,35.02,371.0,7018.0,44,2022,15
2022-01-21,2022-01-20,400-449,Negotiated Sows,1943.0,23.0,53.75,36.34,425.0,7018.0,44,2022,15
2022-01-21,2022-01-20,550/up,Combined Negotiated/Negotiated Formula Sows,723.0,42.0,56.0,47.38,589.0,7018.0,44,2022,15
2022-01-21,2022-01-20,400-449,Combined Negotiated/Negotiated Formula Sows,1943.0,23.0,53.75,36.34,425.0,7018.0,44,2022,15
2022-01-21,2022-01-20,300-399,Combined Negotiated/Negotiated Formula Sows,1271.0,22.75,46.0,35.02,371.0,7018.0,44,2022,15
2022-01-21,2022-01-20,450-499,Swine/Pork Market Formula Sows,333.0,40.22,45.42,43.04,477.0,1625.0,44,2022,15
2022-01-21,2022-01-20,550/up,Negotiated Sows,723.0,42.0,56.0,47.38,589.0,7018.0,44,2022,15
2022-01-21,2022-01-20,550/up,Negotiated Formula Sows,,,,,,,44,2022,15
2022-01-21,2022-01-20,450-499,Negotiated Formula Sows,,,,,,,44,2022,15
2022-01-24,2022-01-21,500-549,Negotiated Sows,1625.0,40.0,57.0,46.3,524.0,6364.0,45,2022,16
2022-01-24,2022-01-21,550/up,Combined Negotiated/Negotiated Formula Sows,710.0,42.0,57.0,47.7,586.0,6364.0,45,2022,16
2022-01-24,2022-01-21,400-449,Combined Negotiated/Negotiated Formula Sows,1390.0,24.0,57.0,37.16,424.0,6364.0,45,2022,16
2022-01-24,2022-01-21,300-399,Swine/Pork Market Formula Sows,84.0,,,,374.0,1689.0,45,2022,16
2022-01-24,2022-01-21,400-449,Negotiated Formula Sows,,,,,,,45,2022,16
2022-01-24,2022-01-21,400-449,Swine/Pork Market Formula Sows,339.0,32.55,41.25,37.56,430.0,1689.0,45,2022,16
2022-01-24,2022-01-21,200/up,Boars,401.0,15.0,34.0,32.59,346.0,401.0,45,2022,16
2022-01-24,2022-01-21,500-549,Swine/Pork Market Formula Sows,566.0,43.08,49.58,45.94,523.0,1689.0,45,2022,16
2022-01-24,2022-01-21,550/up,Negotiated Sows,710.0,42.0,57.0,47.7,586.0,6364.0,45,2022,16
2022-01-24,2022-01-21,550/up,Negotiated Formula Sows,,,,,,,45,2022,16
2022-01-24,2022-01-21,500-549,Negotiated Formula Sows,,,,,,,45,2022,16
2022-01-24,2022-01-21,450-499,Combined Negotiated/Negotiated Formula Sows,1371.0,24.0,57.0,43.57,474.0,6364.0,45,2022,16
2022-01-24,2022-01-21,400-449,Negotiated Sows,1390.0,24.0,57.0,37.16,424.0,6364.0,45,2022,16
2022-01-24,2022-01-21,300-399,Negotiated Sows,1268.0,21.25,46.5,35.99,373.0,6364.0,45,2022,16
2022-01-24,2022-01-21,300-399,Combined Negotiated/Negotiated Formula Sows,1268.0,21.25,46.5,35.99,373.0,6364.0,45,2022,16
2022-01-24,2022-01-21,500-549,Combined Negotiated/Negotiated Formula Sows,1625.0,40.0,57.0,46.3,524.0,6364.0,45,2022,16
2022-01-24,2022-01-21,450-499,Negotiated Sows,1371.0,24.0,57.0,43.57,474.0,6364.0,45,2022,16
2022-01-24,2022-01-21,450-499,Swine/Pork Market Formula Sows,420.0,37.7,43.46,40.77,476.0,1689.0,45,2022,16
2022-01-24,2022-01-21,300-399,Negotiated Formula Sows,,,,,,,45,2022,16
2022-01-24,2022-01-21,550/up,Swine/Pork Market Formula Sows,280.0,43.22,49.9,46.4,585.0,1689.0,45,2022,16
2022-01-24,2022-01-21,450-499,Negotiated Formula Sows,,,,,,,45,2022,16
2022-01-25,2022-01-24,400-449,Swine/Pork Market Formula Sows,333.0,29.68,40.08,35.75,426.0,1663.0,51,2022,17
2022-01-25,2022-01-24,450-499,Combined Negotiated/Negotiated Formula Sows,1648.0,29.0,57.75,42.95,474.0,6402.0,51,2022,17
2022-01-25,2022-01-24,550/up,Negotiated Formula Sows,,,,,,,51,2022,17
2022-01-25,2022-01-24,450-499,Swine/Pork Market Formula Sows,521.0,35.68,46.82,43.63,476.0,1663.0,51,2022,17
2022-01-25,2022-01-24,500-549,Swine/Pork Market Formula Sows,343.0,43.69,49.56,46.07,524.0,1663.0,51,2022,17
2022-01-25,2022-01-24,200/up,Boars,589.0,5.0,34.0,30.91,356.0,589.0,51,2022,17
2022-01-25,2022-01-24,450-499,Negotiated Formula Sows,,,,,,,51,2022,17
2022-01-25,2022-01-24,400-449,Negotiated Sows,1098.0,24.0,57.75,37.11,428.0,6402.0,51,2022,17
2022-01-25,2022-01-24,300-399,Swine/Pork Market Formula Sows,248.0,24.68,38.76,33.31,371.0,1663.0,51,2022,17
2022-01-25,2022-01-24,550/up,Swine/Pork Market Formula Sows,218.0,,,,581.0,1663.0,51,2022,17
2022-01-25,2022-01-24,300-399,Negotiated Sows,1103.0,20.0,45.0,35.01,372.0,6402.0,51,2022,17
2022-01-25,2022-01-24,550/up,Combined Negotiated/Negotiated Formula Sows,1057.0,40.67,57.75,44.64,584.0,6402.0,51,2022,17
2022-01-25,2022-01-24,500-549,Negotiated Sows,1496.0,39.62,57.75,45.88,525.0,6402.0,51,2022,17
2022-01-25,2022-01-24,400-449,Negotiated Formula Sows,,,,,,,51,2022,17
2022-01-25,2022-01-24,500-549,Combined Negotiated/Negotiated Formula Sows,1496.0,39.62,57.75,45.88,525.0,6402.0,51,2022,17
2022-01-25,2022-01-24,550/up,Negotiated Sows,1057.0,40.67,57.75,44.64,584.0,6402.0,51,2022,17
2022-01-25,2022-01-24,300-399,Combined Negotiated/Negotiated Formula Sows,1103.0,20.0,45.0,35.01,372.0,6402.0,51,2022,17
2022-01-25,2022-01-24,500-549,Negotiated Formula Sows,,,,,,,51,2022,17
2022-01-25,2022-01-24,300-399,Negotiated Formula Sows,,,,,,,51,2022,17
2022-01-25,2022-01-24,450-499,Negotiated Sows,1648.0,29.0,57.75,42.95,474.0,6402.0,51,2022,17
2022-01-25,2022-01-24,400-449,Combined Negotiated/Negotiated Formula Sows,1098.0,24.0,57.75,37.11,428.0,6402.0,51,2022,17
2022-01-26,2022-01-25,300-399,Negotiated Formula Sows,,,,,,,52,2022,18
2022-01-26,2022-01-25,500-549,Combined Negotiated/Negotiated Formula Sows,1481.0,39.82,59.0,47.07,524.0,6667.0,52,2022,18
2022-01-26,2022-01-25,450-499,Negotiated Formula Sows,,,,,,,52,2022,18
2022-01-26,2022-01-25,450-499,Swine/Pork Market Formula Sows,435.0,40.69,46.46,43.61,474.0,1804.0,52,2022,18
2022-01-26,2022-01-25,550/up,Negotiated Formula Sows,,,,,,,52,2022,18
2022-01-26,2022-01-25,300-399,Combined Negotiated/Negotiated Formula Sows,1315.0,22.0,45.0,35.69,372.0,6667.0,52,2022,18
2022-01-26,2022-01-25,400-449,Negotiated Formula Sows,,,,,,,52,2022,18
2022-01-26,2022-01-25,300-399,Negotiated Sows,1315.0,22.0,45.0,35.69,372.0,6667.0,52,2022,18
2022-01-26,2022-01-25,450-499,Negotiated Sows,1615.0,25.0,60.0,43.0,473.0,6667.0,52,2022,18
2022-01-26,2022-01-25,500-549,Negotiated Sows,1481.0,39.82,59.0,47.07,524.0,6667.0,52,2022,18
2022-01-26,2022-01-25,450-499,Combined Negotiated/Negotiated Formula Sows,1615.0,25.0,60.0,43.0,473.0,6667.0,52,2022,18
2022-01-26,2022-01-25,550/up,Combined Negotiated/Negotiated Formula Sows,804.0,41.86,59.0,46.42,582.0,6667.0,52,2022,18
2022-01-26,2022-01-25,300-399,Swine/Pork Market Formula Sows,287.0,30.57,37.49,34.98,372.0,1804.0,52,2022,18
2022-01-26,2022-01-25,500-549,Negotiated Formula Sows,,,,,,,52,2022,18
2022-01-26,2022-01-25,500-549,Swine/Pork Market Formula Sows,456.0,43.47,49.53,46.15,524.0,1804.0,52,2022,18
2022-01-26,2022-01-25,550/up,Negotiated Sows,804.0,41.86,59.0,46.42,582.0,6667.0,52,2022,18
2022-01-26,2022-01-25,200/up,Boars,502.0,15.0,34.0,30.61,350.0,502.0,52,2022,18
2022-01-26,2022-01-25,550/up,Swine/Pork Market Formula Sows,323.0,42.29,51.1,46.73,590.0,1804.0,52,2022,18
2022-01-26,2022-01-25,400-449,Swine/Pork Market Formula Sows,303.0,25.57,39.54,36.48,426.0,1804.0,52,2022,18
2022-01-26,2022-01-25,400-449,Negotiated Sows,1452.0,25.0,59.0,38.42,426.0,6667.0,52,2022,18
2022-01-26,2022-01-25,400-449,Combined Negotiated/Negotiated Formula Sows,1452.0,25.0,59.0,38.42,426.0,6667.0,52,2022,18
2022-01-27,2022-01-26,500-549,Swine/Pork Market Formula Sows,466.0,43.8,48.77,46.37,523.0,1748.0,53,2022,19
2022-01-27,2022-01-26,300-399,Negotiated Sows,1182.0,15.5,48.01,37.41,374.0,6532.0,53,2022,19
2022-01-27,2022-01-26,200/up,Boars,442.0,5.0,33.0,31.01,389.0,442.0,53,2022,19
2022-01-27,2022-01-26,300-399,Swine/Pork Market Formula Sows,262.0,25.06,37.19,33.58,373.0,1748.0,53,2022,19
2022-01-27,2022-01-26,550/up,Negotiated Sows,864.0,31.45,55.5,47.24,584.0,6532.0,53,2022,19
2022-01-27,2022-01-26,550/up,Swine/Pork Market Formula Sows,287.0,43.2,47.92,45.58,586.0,1748.0,53,2022,19
2022-01-27,2022-01-26,300-399,Negotiated Formula Sows,,,,,,,53,2022,19
2022-01-27,2022-01-26,450-499,Combined Negotiated/Negotiated Formula Sows,1866.0,30.42,60.5,43.96,475.0,6532.0,53,2022,19
2022-01-27,2022-01-26,550/up,Negotiated Formula Sows,,,,,,,53,2022,19
2022-01-27,2022-01-26,450-499,Negotiated Formula Sows,,,,,,,53,2022,19
2022-01-27,2022-01-26,500-549,Negotiated Sows,1130.0,31.0,59.0,45.53,524.0,6532.0,53,2022,19
2022-01-27,2022-01-26,400-449,Negotiated Formula Sows,,,,,,,53,2022,19
2022-01-27,2022-01-26,450-499,Swine/Pork Market Formula Sows,415.0,34.06,45.5,42.65,474.0,1748.0,53,2022,19
2022-01-27,2022-01-26,400-449,Negotiated Sows,1490.0,25.0,60.5,39.34,424.0,6532.0,53,2022,19
2022-01-27,2022-01-26,550/up,Combined Negotiated/Negotiated Formula Sows,864.0,31.45,55.5,47.24,584.0,6532.0,53,2022,19
2022-01-27,2022-01-26,300-399,Combined Negotiated/Negotiated Formula Sows,1182.0,15.5,48.01,37.41,374.0,6532.0,53,2022,19
2022-01-27,2022-01-26,450-499,Negotiated Sows,1866.0,30.42,60.5,43.96,475.0,6532.0,53,2022,19
2022-01-27,2022-01-26,400-449,Swine/Pork Market Formula Sows,318.0,34.06,39.92,36.92,428.0,1748.0,53,2022,19
2022-01-27,2022-01-26,400-449,Combined Negotiated/Negotiated Formula Sows,1490.0,25.0,60.5,39.34,424.0,6532.0,53,2022,19
2022-01-27,2022-01-26,500-549,Combined Negotiated/Negotiated Formula Sows,1130.0,31.0,59.0,45.53,524.0,6532.0,53,2022,19
2022-01-27,2022-01-26,500-549,Negotiated Formula Sows,,,,,,,53,2022,19
2022-01-28,2022-01-27,200/up,Boars,511.0,,,,355.0,511.0,54,2022,20
2022-01-28,2022-01-27,450-499,Combined Negotiated/Negotiated Formula Sows,1637.0,27.0,60.0,43.98,472.0,6456.0,54,2022,20
2022-01-28,2022-01-27,550/up,Negotiated Sows,832.0,43.0,56.5,47.05,586.0,6456.0,54,2022,20
2022-01-28,2022-01-27,300-399,Negotiated Formula Sows,,,,,,,54,2022,20
2022-01-28,2022-01-27,550/up,Negotiated Formula Sows,,,,,,,54,2022,20
2022-01-28,2022-01-27,500-549,Combined Negotiated/Negotiated Formula Sows,1440.0,32.0,60.0,46.48,525.0,6456.0,54,2022,20
2022-01-28,2022-01-27,450-499,Negotiated Sows,1637.0,27.0,60.0,43.98,472.0,6456.0,54,2022,20
2022-01-28,2022-01-27,400-449,Combined Negotiated/Negotiated Formula Sows,1304.0,27.0,60.0,41.6,425.0,6456.0,54,2022,20
2022-01-28,2022-01-27,550/up,Swine/Pork Market Formula Sows,307.0,44.56,49.82,47.24,586.0,1738.0,54,2022,20
2022-01-28,2022-01-27,550/up,Combined Negotiated/Negotiated Formula Sows,832.0,43.0,56.5,47.05,586.0,6456.0,54,2022,20
2022-01-28,2022-01-27,450-499,Negotiated Formula Sows,,,,,,,54,2022,20
2022-01-28,2022-01-27,500-549,Swine/Pork Market Formula Sows,468.0,42.94,50.3,46.85,525.0,1738.0,54,2022,20
2022-01-28,2022-01-27,300-399,Swine/Pork Market Formula Sows,218.0,26.05,37.19,34.96,369.0,1738.0,54,2022,20
2022-01-28,2022-01-27,300-399,Negotiated Sows,1243.0,25.0,54.75,37.58,373.0,6456.0,54,2022,20
2022-01-28,2022-01-27,500-549,Negotiated Formula Sows,,,,,,,54,2022,20
2022-01-28,2022-01-27,500-549,Negotiated Sows,1440.0,32.0,60.0,46.48,525.0,6456.0,54,2022,20
2022-01-28,2022-01-27,400-449,Negotiated Formula Sows,,,,,,,54,2022,20
2022-01-28,2022-01-27,400-449,Negotiated Sows,1304.0,27.0,60.0,41.6,425.0,6456.0,54,2022,20
2022-01-28,2022-01-27,300-399,Combined Negotiated/Negotiated Formula Sows,1243.0,25.0,54.75,37.58,373.0,6456.0,54,2022,20
2022-01-28,2022-01-27,450-499,Swine/Pork Market Formula Sows,392.0,35.05,45.89,42.94,475.0,1738.0,54,2022,20
2022-01-28,2022-01-27,400-449,Swine/Pork Market Formula Sows,353.0,31.05,41.0,37.17,426.0,1738.0,54,2022,20
2022-01-31,2022-01-28,550/up,Negotiated Sows,668.0,44.72,61.0,50.34,584.0,6308.0,55,2022,21
2022-01-31,2022-01-28,400-449,Negotiated Formula Sows,,,,,,,55,2022,21
2022-01-31,2022-01-28,500-549,Combined Negotiated/Negotiated Formula Sows,1157.0,42.69,61.0,49.16,523.0,6308.0,55,2022,21
2022-01-31,2022-01-28,550/up,Negotiated Formula Sows,,,,,,,55,2022,21
2022-01-31,2022-01-28,550/up,Combined Negotiated/Negotiated Formula Sows,668.0,44.72,61.0,50.34,584.0,6308.0,55,2022,21
2022-01-31,2022-01-28,500-549,Negotiated Sows,1157.0,42.69,61.0,49.16,523.0,6308.0,55,2022,21
2022-01-31,2022-01-28,300-399,Combined Negotiated/Negotiated Formula Sows,1320.0,20.5,51.09,41.33,372.0,6308.0,55,2022,21
2022-01-31,2022-01-28,450-499,Negotiated Sows,1953.0,33.0,61.0,46.28,472.0,6308.0,55,2022,21
2022-01-31,2022-01-28,400-449,Swine/Pork Market Formula Sows,393.0,32.37,41.72,38.27,427.0,1867.0,55,2022,21
2022-01-31,2022-01-28,550/up,Swine/Pork Market Formula Sows,317.0,43.79,50.64,47.73,592.0,1867.0,55,2022,21
2022-01-31,2022-01-28,500-549,Swine/Pork Market Formula Sows,561.0,43.26,50.58,46.63,525.0,1867.0,55,2022,21
2022-01-31,2022-01-28,450-499,Negotiated Formula Sows,,,,,,,55,2022,21
2022-01-31,2022-01-28,300-399,Swine/Pork Market Formula Sows,149.0,33.49,39.45,37.25,379.0,1867.0,55,2022,21
2022-01-31,2022-01-28,400-449,Combined Negotiated/Negotiated Formula Sows,1210.0,28.0,61.0,42.07,425.0,6308.0,55,2022,21
2022-01-31,2022-01-28,450-499,Swine/Pork Market Formula Sows,447.0,27.37,46.85,43.32,475.0,1867.0,55,2022,21
2022-01-31,2022-01-28,450-499,Combined Negotiated/Negotiated Formula Sows,1953.0,33.0,61.0,46.28,472.0,6308.0,55,2022,21
2022-01-31,2022-01-28,300-399,Negotiated Sows,1320.0,20.5,51.09,41.33,372.0,6308.0,55,2022,21
2022-01-31,2022-01-28,300-399,Negotiated Formula Sows,,,,,,,55,2022,21
2022-01-31,2022-01-28,400-449,Negotiated Sows,1210.0,28.0,61.0,42.07,425.0,6308.0,55,2022,21
2022-01-31,2022-01-28,500-549,Negotiated Formula Sows,,,,,,,55,2022,21
2022-01-31,2022-01-28,200/up,Boars,376.0,5.0,33.0,31.07,410.0,376.0,55,2022,21
2022-02-01,2022-01-31,450-499,Swine/Pork Market Formula Sows,550.0,37.59,47.72,43.24,474.0,1869.0,61,2022,22
2022-02-01,2022-01-31,550/up,Swine/Pork Market Formula Sows,244.0,47.05,50.79,48.93,585.0,1869.0,61,2022,22
2022-02-01,2022-01-31,400-449,Negotiated Formula Sows,,,,,,,61,2022,22
2022-02-01,2022-01-31,200/up,Boars,287.0,5.0,33.0,31.62,351.0,287.0,61,2022,22
2022-02-01,2022-01-31,300-399,Combined Negotiated/Negotiated Formula Sows,1425.0,23.0,65.5,43.49,374.0,7037.0,61,2022,22
2022-02-01,2022-01-31,450-499,Negotiated Sows,1653.0,34.0,66.0,49.47,474.0,7037.0,61,2022,22
2022-02-01,2022-01-31,450-499,Combined Negotiated/Negotiated Formula Sows,1653.0,34.0,66.0,49.47,474.0,7037.0,61,2022,22
2022-02-01,2022-01-31,550/up,Combined Negotiated/Negotiated Formula Sows,912.0,42.96,66.0,50.77,591.0,7037.0,61,2022,22
2022-02-01,2022-01-31,500-549,Combined Negotiated/Negotiated Formula Sows,1892.0,41.05,66.0,50.3,525.0,7037.0,61,2022,22
2022-02-01,2022-01-31,300-399,Negotiated Sows,1425.0,23.0,65.5,43.49,374.0,7037.0,61,2022,22
2022-02-01,2022-01-31,400-449,Combined Negotiated/Negotiated Formula Sows,1155.0,29.0,66.0,44.2,427.0,7037.0,61,2022,22
2022-02-01,2022-01-31,500-549,Swine/Pork Market Formula Sows,440.0,46.48,50.22,47.9,525.0,1869.0,61,2022,22
2022-02-01,2022-01-31,300-399,Swine/Pork Market Formula Sows,312.0,28.59,41.32,36.86,378.0,1869.0,61,2022,22
2022-02-01,2022-01-31,400-449,Negotiated Sows,1155.0,29.0,66.0,44.2,427.0,7037.0,61,2022,22
2022-02-01,2022-01-31,500-549,Negotiated Formula Sows,,,,,,,61,2022,22
2022-02-01,2022-01-31,300-399,Negotiated Formula Sows,,,,,,,61,2022,22
2022-02-01,2022-01-31,500-549,Negotiated Sows,1892.0,41.05,66.0,50.3,525.0,7037.0,61,2022,22
2022-02-01,2022-01-31,550/up,Negotiated Formula Sows,,,,,,,61,2022,22
2022-02-01,2022-01-31,550/up,Negotiated Sows,912.0,42.96,66.0,50.77,591.0,7037.0,61,2022,22
2022-02-01,2022-01-31,450-499,Negotiated Formula Sows,,,,,,,61,2022,22
2022-02-01,2022-01-31,400-449,Swine/Pork Market Formula Sows,323.0,37.59,45.34,41.31,426.0,1869.0,61,2022,22
2022-02-02,2022-02-01,550/up,Negotiated Sows,671.0,43.57,60.0,49.42,584.0,6405.0,62,2022,23
2022-02-02,2022-02-01,200/up,Boars,232.0,,,,334.0,232.0,62,2022,23
2022-02-02,2022-02-01,400-449,Combined Negotiated/Negotiated Formula Sows,1412.0,31.0,69.0,46.65,423.0,6405.0,62,2022,23
2022-02-02,2022-02-01,500-549,Negotiated Sows,1428.0,33.94,64.0,51.69,524.0,6405.0,62,2022,23
2022-02-02,2022-02-01,500-549,Negotiated Formula Sows,,,,,,,62,2022,23
2022-02-02,2022-02-01,400-449,Negotiated Formula Sows,,,,,,,62,2022,23
2022-02-02,2022-02-01,450-499,Swine/Pork Market Formula Sows,537.0,39.7,49.24,46.57,475.0,2204.0,62,2022,23
2022-02-02,2022-02-01,300-399,Negotiated Sows,1435.0,31.0,67.0,45.36,372.0,6405.0,62,2022,23
2022-02-02,2022-02-01,550/up,Swine/Pork Market Formula Sows,304.0,48.87,53.74,50.84,588.0,2204.0,62,2022,23
2022-02-02,2022-02-01,550/up,Negotiated Formula Sows,,,,,,,62,2022,23
2022-02-02,2022-02-01,550/up,Combined Negotiated/Negotiated Formula Sows,671.0,43.57,60.0,49.42,584.0,6405.0,62,2022,23
2022-02-02,2022-02-01,400-449,Swine/Pork Market Formula Sows,359.0,39.7,44.45,42.42,427.0,2204.0,62,2022,23
2022-02-02,2022-02-01,450-499,Negotiated Formula Sows,,,,,,,62,2022,23
2022-02-02,2022-02-01,300-399,Swine/Pork Market Formula Sows,521.0,30.7,42.33,40.06,375.0,2204.0,62,2022,23
2022-02-02,2022-02-01,450-499,Combined Negotiated/Negotiated Formula Sows,1459.0,31.0,69.0,50.06,473.0,6405.0,62,2022,23
2022-02-02,2022-02-01,300-399,Combined Negotiated/Negotiated Formula Sows,1435.0,31.0,67.0,45.36,372.0,6405.0,62,2022,23
2022-02-02,2022-02-01,450-499,Negotiated Sows,1459.0,31.0,69.0,50.06,473.0,6405.0,62,2022,23
2022-02-02,2022-02-01,500-549,Combined Negotiated/Negotiated Formula Sows,1428.0,33.94,64.0,51.69,524.0,6405.0,62,2022,23
2022-02-02,2022-02-01,500-549,Swine/Pork Market Formula Sows,483.0,47.72,52.39,49.74,524.0,2204.0,62,2022,23
2022-02-02,2022-02-01,300-399,Negotiated Formula Sows,,,,,,,62,2022,23
2022-02-02,2022-02-01,400-449,Negotiated Sows,1412.0,31.0,69.0,46.65,423.0,6405.0,62,2022,23
2022-02-03,2022-02-02,500-549,Combined Negotiated/Negotiated Formula Sows,1303.0,37.98,66.0,54.66,524.0,6354.0,63,2022,24
2022-02-03,2022-02-02,500-549,Swine/Pork Market Formula Sows,408.0,48.42,53.19,50.4,522.0,1821.0,63,2022,24
2022-02-03,2022-02-02,300-399,Swine/Pork Market Formula Sows,442.0,32.84,45.53,42.83,375.0,1821.0,63,2022,24
2022-02-03,2022-02-02,400-449,Negotiated Formula Sows,,,,,,,63,2022,24
2022-02-03,2022-02-02,550/up,Negotiated Formula Sows,,,,,,,63,2022,24
2022-02-03,2022-02-02,450-499,Swine/Pork Market Formula Sows,390.0,41.84,51.51,49.09,475.0,1821.0,63,2022,24
2022-02-03,2022-02-02,400-449,Swine/Pork Market Formula Sows,321.0,37.84,46.24,43.88,426.0,1821.0,63,2022,24
2022-02-03,2022-02-02,500-549,Negotiated Sows,1303.0,37.98,66.0,54.66,524.0,6354.0,63,2022,24
2022-02-03,2022-02-02,450-499,Negotiated Sows,1366.0,33.0,66.0,51.42,474.0,6354.0,63,2022,24
2022-02-03,2022-02-02,300-399,Negotiated Formula Sows,,,,,,,63,2022,24
2022-02-03,2022-02-02,500-549,Negotiated Formula Sows,,,,,,,63,2022,24
2022-02-03,2022-02-02,400-449,Combined Negotiated/Negotiated Formula Sows,1373.0,33.0,69.26,48.05,425.0,6354.0,63,2022,24
2022-02-03,2022-02-02,200/up,Boars,629.0,5.0,35.5,33.61,384.0,629.0,63,2022,24
2022-02-03,2022-02-02,300-399,Combined Negotiated/Negotiated Formula Sows,1760.0,33.0,66.0,48.06,368.0,6354.0,63,2022,24
2022-02-03,2022-02-02,450-499,Negotiated Formula Sows,,,,,,,63,2022,24
2022-02-03,2022-02-02,450-499,Combined Negotiated/Negotiated Formula Sows,1366.0,33.0,66.0,51.42,474.0,6354.0,63,2022,24
2022-02-03,2022-02-02,300-399,Negotiated Sows,1760.0,33.0,66.0,48.06,368.0,6354.0,63,2022,24
2022-02-03,2022-02-02,550/up,Negotiated Sows,552.0,45.26,66.0,55.5,587.0,6354.0,63,2022,24
2022-02-03,2022-02-02,400-449,Negotiated Sows,1373.0,33.0,69.26,48.05,425.0,6354.0,63,2022,24
2022-02-03,2022-02-02,550/up,Swine/Pork Market Formula Sows,260.0,46.6,53.83,49.84,585.0,1821.0,63,2022,24
