report_date,reported_for_date,weight_range,purchase_type,head_count,price_low,price_high,wtd_avg,avg_weight,total_head,week_of_year,year,indexby_year
2023-05-08,2023-05-05,300-399,Negotiated Sows,1178.0,10.0,35.0,19.8,373.0,5739.0,195,2023,90
2023-05-08,2023-05-05,300-399,Negotiated Formula Sows,,,,,,,195,2023,90
2023-05-08,2023-05-05,200/up,Boars,695.0,5.0,34.85,33.04,324.0,695.0,195,2023,90
2023-05-08,2023-05-05,450-499,Swine/Pork Market Formula Sows,591.0,20.34,32.82,24.81,475.0,2110.0,195,2023,90
2023-05-08,2023-05-05,500-549,Swine/Pork Market Formula Sows,517.0,24.56,34.85,27.71,524.0,2110.0,195,2023,90
2023-05-08,2023-05-05,450-499,Negotiated Sows,1196.0,10.0,36.0,22.71,475.0,5739.0,195,2023,90
2023-05-08,2023-05-05,550/up,Combined Negotiated/Negotiated Formula Sows,863.0,15.12,39.0,26.97,582.0,5739.0,195,2023,90
2023-05-09,2023-05-08,300-399,Swine/Pork Market Formula Sows,143.0,,,,380.0,1323.0,201,2023,91
2023-05-09,2023-05-08,550/up,Negotiated Sows,788.0,14.5,31.5,25.34,584.0,6762.0,201,2023,91
2023-05-09,2023-05-08,300-399,Negotiated Formula Sows,,,,,,,201,2023,91
2023-05-09,2023-05-08,450-499,Negotiated Sows,1315.0,10.0,38.0,21.57,474.0,6762.0,201,2023,91
2023-05-09,2023-05-08,550/up,Combined Negotiated/Negotiated Formula Sows,788.0,14.5,31.5,25.34,584.0,6762.0,201,2023,91
2023-05-09,2023-05-08,300-399,Negotiated Sows,1233.0,10.0,34.0,19.72,373.0,6762.0,201,2023,91
2023-05-09,2023-05-08,450-499,Swine/Pork Market Formula Sows,339.0,,,,476.0,1323.0,201,2023,91
2023-05-09,2023-05-08,200/up,Boars,391.0,10.0,35.25,27.94,447.0,391.0,201,2023,91
2023-05-09,2023-05-08,400-449,Combined Negotiated/Negotiated Formula Sows,1480.0,10.0,36.0,19.66,426.0,6762.0,201,2023,91
2023-05-09,2023-05-08,500-549,Negotiated Formula Sows,,,,,,,201,2023,91
2023-05-09,2023-05-08,450-499,Negotiated Formula Sows,,,,,,,201,2023,91
2023-05-09,2023-05-08,500-549,Swine/Pork Market Formula Sows,464.0,,,,527.0,1323.0,201,2023,91
2023-05-09,2023-05-08,450-499,Combined Negotiated/Negotiated Formula Sows,1315.0,10.0,38.0,21.57,474.0,6762.0,201,2023,91
2023-05-09,2023-05-08,400-449,Negotiated Sows,1480.0,10.0,36.0,19.66,426.0,6762.0,201,2023,91
2023-05-09,2023-05-08,400-449,Negotiated Formula Sows,,,,,,,201,2023,91
2023-05-09,2023-05-08,300-399,Combined Negotiated/Negotiated Formula Sows,1233.0,10.0,34.0,19.72,373.0,6762.0,201,2023,91
2023-05-09,2023-05-08,550/up,Swine/Pork Market Formula Sows,188.0,,,,591.0,1323.0,201,2023,91
2023-05-09,2023-05-08,550/up,Negotiated Formula Sows,,,,,,,201,2023,91
2023-05-09,2023-05-08,500-549,Negotiated Sows,1946.0,13.5,33.0,25.45,523.0,6762.0,201,2023,91
2023-05-09,2023-05-08,400-449,Swine/Pork Market Formula Sows,189.0,,,,427.0,1323.0,201,2023,91
2023-05-09,2023-05-08,500-549,Combined Negotiated/Negotiated Formula Sows,1946.0,13.5,33.0,25.45,523.0,6762.0,201,2023,91
2023-05-10,2023-05-09,300-399,Swine/Pork Market Formula Sows,413.0,13.21,22.54,19.52,369.0,2395.0,202,2023,92
2023-05-10,2023-05-09,450-499,Combined Negotiated/Negotiated Formula Sows,1323.0,11.0,34.0,21.62,474.0,6674.0,202,2023,92
2023-05-10,2023-05-09,500-549,Negotiated Sows,1789.0,11.0,36.0,24.89,525.0,6674.0,202,2023,92
2023-05-10,2023-05-09,400-449,Negotiated Sows,1585.0,10.0,32.0,19.31,426.0,6674.0,202,2023,92
2023-05-10,2023-05-09,450-499,Swine/Pork Market Formula Sows,528.0,17.0,25.6,22.28,475.0,2395.0,202,2023,92
2023-05-10,2023-05-09,400-449,Swine/Pork Market Formula Sows,504.0,16.0,25.45,20.25,427.0,2395.0,202,2023,92
2023-05-10,2023-05-09,550/up,Swine/Pork Market Formula Sows,451.0,22.98,30.37,26.39,587.0,2395.0,202,2023,92
2023-05-10,2023-05-09,450-499,Negotiated Sows,1323.0,11.0,34.0,21.62,474.0,6674.0,202,2023,92
2023-05-10,2023-05-09,500-549,Combined Negotiated/Negotiated Formula Sows,1789.0,11.0,36.0,24.89,525.0,6674.0,202,2023,92
2023-05-10,2023-05-09,300-399,Negotiated Sows,1242.0,10.0,31.5,18.97,368.0,6674.0,202,2023,92
2023-05-10,2023-05-09,300-399,Negotiated Formula Sows,,,,,,,202,2023,92
2023-05-10,2023-05-09,550/up,Negotiated Sows,735.0,15.5,38.0,23.88,583.0,6674.0,202,2023,92
2023-05-10,2023-05-09,400-449,Combined Negotiated/Negotiated Formula Sows,1585.0,10.0,32.0,19.31,426.0,6674.0,202,2023,92
2023-05-10,2023-05-09,500-549,Negotiated Formula Sows,,,,,,,202,2023,92
2023-05-10,2023-05-09,300-399,Combined Negotiated/Negotiated Formula Sows,1242.0,10.0,31.5,18.97,368.0,6674.0,202,2023,92
2023-05-10,2023-05-09,400-449,Negotiated Formula Sows,,,,,,,202,2023,92
2023-05-10,2023-05-09,550/up,Negotiated Formula Sows,,,,,,,202,2023,92
2023-05-10,2023-05-09,450-499,Negotiated Formula Sows,,,,,,,202,2023,92
2023-05-10,2023-05-09,200/up,Boars,435.0,,,,286.0,435.0,202,2023,92
2023-05-10,2023-05-09,500-549,Swine/Pork Market Formula Sows,499.0,17.0,29.29,25.65,524.0,2395.0,202,2023,92
2023-05-10,2023-05-09,550/up,Combined Negotiated/Negotiated Formula Sows,735.0,15.5,38.0,23.88,583.0,6674.0,202,2023,92
2023-05-11,2023-05-10,450-499,Combined Negotiated/Negotiated Formula Sows,1683.0,10.0,30.0,20.22,475.0,6716.0,203,2023,93
2023-05-11,2023-05-10,450-499,Negotiated Formula Sows,,,,,,,203,2023,93
2023-05-11,2023-05-10,500-549,Negotiated Sows,1693.0,10.0,32.0,22.38,524.0,6716.0,203,2023,93
2023-05-11,2023-05-10,300-399,Negotiated Formula Sows,,,,,,,203,2023,93
2023-05-11,2023-05-10,400-449,Swine/Pork Market Formula Sows,567.0,12.69,24.89,18.88,427.0,2359.0,203,2023,93
2023-05-11,2023-05-10,450-499,Swine/Pork Market Formula Sows,547.0,17.0,25.4,22.53,476.0,2359.0,203,2023,93
2023-05-11,2023-05-10,200/up,Boars,463.0,8.0,35.25,34.31,372.0,463.0,203,2023,93
2023-05-11,2023-05-10,450-499,Negotiated Sows,1683.0,10.0,30.0,20.22,475.0,6716.0,203,2023,93
2023-05-11,2023-05-10,550/up,Negotiated Formula Sows,,,,,,,203,2023,93
2023-05-11,2023-05-10,500-549,Combined Negotiated/Negotiated Formula Sows,1693.0,10.0,32.0,22.38,524.0,6716.0,203,2023,93
2023-05-11,2023-05-10,550/up,Swine/Pork Market Formula Sows,424.0,23.13,28.4,25.89,588.0,2359.0,203,2023,93
2023-05-11,2023-05-10,550/up,Negotiated Sows,867.0,14.14,34.0,24.5,583.0,6716.0,203,2023,93
2023-05-11,2023-05-10,400-449,Combined Negotiated/Negotiated Formula Sows,1525.0,10.0,29.5,16.93,427.0,6716.0,203,2023,93
2023-05-11,2023-05-10,550/up,Combined Negotiated/Negotiated Formula Sows,867.0,14.14,34.0,24.5,583.0,6716.0,203,2023,93
2023-05-11,2023-05-10,400-449,Negotiated Formula Sows,,,,,,,203,2023,93
2023-05-11,2023-05-10,300-399,Combined Negotiated/Negotiated Formula Sows,948.0,10.0,29.5,18.04,371.0,6716.0,203,2023,93
2023-05-11,2023-05-10,300-399,Negotiated Sows,948.0,10.0,29.5,18.04,371.0,6716.0,203,2023,93
2023-05-11,2023-05-10,300-399,Swine/Pork Market Formula Sows,266.0,17.69,20.72,19.94,375.0,2359.0,203,2023,93
2023-05-11,2023-05-10,400-449,Negotiated Sows,1525.0,10.0,29.5,16.93,427.0,6716.0,203,2023,93
2023-05-11,2023-05-10,500-549,Negotiated Formula Sows,,,,,,,203,2023,93
2023-05-11,2023-05-10,500-549,Swine/Pork Market Formula Sows,555.0,21.96,28.34,25.55,525.0,2359.0,203,2023,93
2023-05-12,2023-05-11,400-449,Negotiated Sows,1218.0,10.0,30.0,17.17,427.0,6369.0,204,2023,94
2023-05-12,2023-05-11,300-399,Combined Negotiated/Negotiated Formula Sows,1514.0,10.0,29.25,15.99,375.0,6369.0,204,2023,94
2023-05-12,2023-05-11,550/up,Negotiated Formula Sows,,,,,,,204,2023,94
2023-05-12,2023-05-11,450-499,Combined Negotiated/Negotiated Formula Sows,1190.0,10.0,32.0,18.13,475.0,6369.0,204,2023,94
2023-05-12,2023-05-11,200/up,Boars,470.0,,,,341.0,470.0,204,2023,94
2023-05-12,2023-05-11,450-499,Negotiated Formula Sows,,,,,,,204,2023,94
2023-05-12,2023-05-11,550/up,Swine/Pork Market Formula Sows,488.0,22.38,26.94,24.16,588.0,1906.0,204,2023,94
2023-05-12,2023-05-11,450-499,Negotiated Sows,1190.0,10.0,32.0,18.13,475.0,6369.0,204,2023,94
2023-05-12,2023-05-11,400-449,Combined Negotiated/Negotiated Formula Sows,1218.0,10.0,30.0,17.17,427.0,6369.0,204,2023,94
2023-05-12,2023-05-11,450-499,Swine/Pork Market Formula Sows,507.0,18.75,24.17,21.24,476.0,1906.0,204,2023,94
2023-05-12,2023-05-11,550/up,Negotiated Sows,917.0,12.48,29.25,24.0,580.0,6369.0,204,2023,94
2023-05-12,2023-05-11,550/up,Combined Negotiated/Negotiated Formula Sows,917.0,12.48,29.25,24.0,580.0,6369.0,204,2023,94
2023-05-12,2023-05-11,300-399,Negotiated Sows,1514.0,10.0,29.25,15.99,375.0,6369.0,204,2023,94
2023-05-12,2023-05-11,300-399,Negotiated Formula Sows,,,,,,,204,2023,94
2023-05-12,2023-05-11,500-549,Swine/Pork Market Formula Sows,496.0,20.76,27.78,23.83,525.0,1906.0,204,2023,94
2023-05-12,2023-05-11,300-399,Swine/Pork Market Formula Sows,139.0,14.62,19.97,18.51,370.0,1906.0,204,2023,94
2023-05-12,2023-05-11,500-549,Negotiated Formula Sows,,,,,,,204,2023,94
2023-05-12,2023-05-11,500-549,Negotiated Sows,1530.0,10.0,34.0,22.38,525.0,6369.0,204,2023,94
2023-05-12,2023-05-11,400-449,Swine/Pork Market Formula Sows,276.0,12.14,22.38,18.78,429.0,1906.0,204,2023,94
2023-05-12,2023-05-11,400-449,Negotiated Formula Sows,,,,,,,204,2023,94
2023-05-12,2023-05-11,500-549,Combined Negotiated/Negotiated Formula Sows,1530.0,10.0,34.0,22.38,525.0,6369.0,204,2023,94
2023-05-15,2023-05-12,550/up,Combined Negotiated/Negotiated Formula Sows,1041.0,11.58,30.0,22.98,583.0,6420.0,205,2023,95
2023-05-15,2023-05-12,300-399,Swine/Pork Market Formula Sows,124.0,17.07,19.54,18.31,375.0,1649.0,205,2023,95
2023-05-15,2023-05-12,450-499,Negotiated Sows,1338.0,10.0,30.0,18.75,474.0,6420.0,205,2023,95
2023-05-15,2023-05-12,300-399,Negotiated Sows,1020.0,10.0,30.0,17.22,373.0,6420.0,205,2023,95
2023-05-15,2023-05-12,450-499,Combined Negotiated/Negotiated Formula Sows,1338.0,10.0,30.0,18.75,474.0,6420.0,205,2023,95
2023-05-15,2023-05-12,400-449,Combined Negotiated/Negotiated Formula Sows,1436.0,10.0,30.0,17.54,427.0,6420.0,205,2023,95
2023-05-15,2023-05-12,550/up,Negotiated Sows,1041.0,11.58,30.0,22.98,583.0,6420.0,205,2023,95
2023-05-15,2023-05-12,300-399,Combined Negotiated/Negotiated Formula Sows,1020.0,10.0,30.0,17.22,373.0,6420.0,205,2023,95
2023-05-15,2023-05-12,400-449,Swine/Pork Market Formula Sows,273.0,15.48,22.38,17.33,430.0,1649.0,205,2023,95
2023-05-15,2023-05-12,450-499,Negotiated Formula Sows,,,,,,,205,2023,95
2023-05-15,2023-05-12,550/up,Negotiated Formula Sows,,,,,,,205,2023,95
2023-05-15,2023-05-12,500-549,Negotiated Formula Sows,,,,,,,205,2023,95
2023-05-15,2023-05-12,400-449,Negotiated Formula Sows,,,,,,,205,2023,95
2023-05-15,2023-05-12,500-549,Negotiated Sows,1585.0,10.0,30.0,21.98,524.0,6420.0,205,2023,95
2023-05-15,2023-05-12,200/up,Boars,787.0,,,,282.0,787.0,205,2023,95
2023-05-15,2023-05-12,500-549,Combined Negotiated/Negotiated Formula Sows,1585.0,10.0,30.0,21.98,524.0,6420.0,205,2023,95
2023-05-15,2023-05-12,500-549,Swine/Pork Market Formula Sows,465.0,20.25,25.61,22.58,526.0,1649.0,205,2023,95
2023-05-15,2023-05-12,450-499,Swine/Pork Market Formula Sows,437.0,10.48,23.11,20.04,475.0,1649.0,205,2023,95
2023-05-15,2023-05-12,550/up,Swine/Pork Market Formula Sows,350.0,20.25,27.9,24.25,590.0,1649.0,205,2023,95
2023-05-15,2023-05-12,400-449,Negotiated Sows,1436.0,10.0,30.0,17.54,427.0,6420.0,205,2023,95
2023-05-15,2023-05-12,300-399,Negotiated Formula Sows,,,,,,,205,2023,95
2023-05-16,2023-05-15,400-449,Combined Negotiated/Negotiated Formula Sows,1660.0,10.0,30.5,15.39,426.0,6430.0,211,2023,96
2023-05-16,2023-05-15,550/up,Combined Negotiated/Negotiated Formula Sows,816.0,17.88,34.0,23.58,586.0,6430.0,211,2023,96
2023-05-16,2023-05-15,300-399,Combined Negotiated/Negotiated Formula Sows,699.0,8.0,30.5,17.89,378.0,6430.0,211,2023,96
2023-05-16,2023-05-15,300-399,Swine/Pork Market Formula Sows,,,,,,1158.0,211,2023,96
2023-05-16,2023-05-15,500-549,Combined Negotiated/Negotiated Formula Sows,2090.0,12.38,32.0,23.78,524.0,6430.0,211,2023,96
2023-05-16,2023-05-15,450-499,Negotiated Sows,1165.0,10.0,30.5,19.4,475.0,6430.0,211,2023,96
2023-05-16,2023-05-15,550/up,Negotiated Formula Sows,,,,,,,211,2023,96
2023-05-16,2023-05-15,300-399,Negotiated Sows,699.0,8.0,30.5,17.89,378.0,6430.0,211,2023,96
2023-05-16,2023-05-15,450-499,Swine/Pork Market Formula Sows,312.0,9.58,24.17,18.59,477.0,1158.0,211,2023,96
2023-05-16,2023-05-15,300-399,Negotiated Formula Sows,,,,,,,211,2023,96
2023-05-16,2023-05-15,450-499,Combined Negotiated/Negotiated Formula Sows,1165.0,10.0,30.5,19.4,475.0,6430.0,211,2023,96
2023-05-16,2023-05-15,500-549,Negotiated Sows,2090.0,12.38,32.0,23.78,524.0,6430.0,211,2023,96
2023-05-16,2023-05-15,400-449,Negotiated Formula Sows,,,,,,,211,2023,96
2023-05-16,2023-05-15,500-549,Swine/Pork Market Formula Sows,435.0,,,,525.0,1158.0,211,2023,96
2023-05-16,2023-05-15,200/up,Boars,975.0,8.0,38.2,35.37,338.0,975.0,211,2023,96
2023-05-16,2023-05-15,550/up,Negotiated Sows,816.0,17.88,34.0,23.58,586.0,6430.0,211,2023,96
2023-05-16,2023-05-15,400-449,Negotiated Sows,1660.0,10.0,30.5,15.39,426.0,6430.0,211,2023,96
2023-05-16,2023-05-15,550/up,Swine/Pork Market Formula Sows,317.0,20.36,26.94,23.6,587.0,1158.0,211,2023,96
2023-05-16,2023-05-15,500-549,Negotiated Formula Sows,,,,,,,211,2023,96
2023-05-16,2023-05-15,400-449,Swine/Pork Market Formula Sows,94.0,,,,426.0,1158.0,211,2023,96
2023-05-16,2023-05-15,450-499,Negotiated Formula Sows,,,,,,,211,2023,96
2023-05-17,2023-05-16,500-549,Combined Negotiated/Negotiated Formula Sows,1820.0,10.0,30.5,22.44,524.0,6902.0,212,2023,97
2023-05-17,2023-05-16,400-449,Negotiated Sows,1402.0,10.0,30.5,17.79,426.0,6902.0,212,2023,97
2023-05-17,2023-05-16,400-449,Negotiated Formula Sows,,,,,,,212,2023,97
2023-05-17,2023-05-16,400-449,Combined Negotiated/Negotiated Formula Sows,1402.0,10.0,30.5,17.79,426.0,6902.0,212,2023,97
2023-05-17,2023-05-16,400-449,Swine/Pork Market Formula Sows,702.0,10.38,20.28,16.9,428.0,2827.0,212,2023,97
2023-05-17,2023-05-16,300-399,Combined Negotiated/Negotiated Formula Sows,1524.0,8.0,30.5,16.43,377.0,6902.0,212,2023,97
2023-05-17,2023-05-16,450-499,Combined Negotiated/Negotiated Formula Sows,1078.0,10.0,30.5,20.14,474.0,6902.0,212,2023,97
2023-05-17,2023-05-16,300-399,Swine/Pork Market Formula Sows,218.0,14.32,19.06,17.06,376.0,2827.0,212,2023,97
2023-05-17,2023-05-16,550/up,Swine/Pork Market Formula Sows,470.0,18.83,26.04,23.46,589.0,2827.0,212,2023,97
2023-05-17,2023-05-16,550/up,Combined Negotiated/Negotiated Formula Sows,1078.0,15.5,32.0,23.26,582.0,6902.0,212,2023,97
2023-05-17,2023-05-16,500-549,Negotiated Formula Sows,,,,,,,212,2023,97
2023-05-17,2023-05-16,500-549,Swine/Pork Market Formula Sows,714.0,10.38,25.27,22.66,523.0,2827.0,212,2023,97
2023-05-17,2023-05-16,200/up,Boars,365.0,8.0,37.7,33.03,444.0,365.0,212,2023,97
2023-05-17,2023-05-16,550/up,Negotiated Sows,1078.0,15.5,32.0,23.26,582.0,6902.0,212,2023,97
2023-05-17,2023-05-16,500-549,Negotiated Sows,1820.0,10.0,30.5,22.44,524.0,6902.0,212,2023,97
2023-05-17,2023-05-16,450-499,Negotiated Formula Sows,,,,,,,212,2023,97
2023-05-17,2023-05-16,300-399,Negotiated Formula Sows,,,,,,,212,2023,97
2023-05-17,2023-05-16,300-399,Negotiated Sows,1524.0,8.0,30.5,16.43,377.0,6902.0,212,2023,97
2023-05-17,2023-05-16,550/up,Negotiated Formula Sows,,,,,,,212,2023,97
2023-05-17,2023-05-16,450-499,Swine/Pork Market Formula Sows,723.0,15.42,23.78,19.53,475.0,2827.0,212,2023,97
2023-05-17,2023-05-16,450-499,Negotiated Sows,1078.0,10.0,30.5,20.14,474.0,6902.0,212,2023,97
2023-05-18,2023-05-17,500-549,Negotiated Sows,1803.0,10.0,29.21,21.83,523.0,6962.0,213,2023,98
2023-05-18,2023-05-17,300-399,Negotiated Sows,1020.0,8.0,28.5,15.77,374.0,6962.0,213,2023,98
2023-05-18,2023-05-17,400-449,Combined Negotiated/Negotiated Formula Sows,1758.0,10.0,32.0,17.05,427.0,6962.0,213,2023,98
2023-05-18,2023-05-17,300-399,Combined Negotiated/Negotiated Formula Sows,1020.0,8.0,28.5,15.77,374.0,6962.0,213,2023,98
2023-05-18,2023-05-17,450-499,Negotiated Formula Sows,,,,,,,213,2023,98
2023-05-18,2023-05-17,550/up,Negotiated Sows,753.0,12.11,31.0,21.4,585.0,6962.0,213,2023,98
2023-05-18,2023-05-17,300-399,Negotiated Formula Sows,,,,,,,213,2023,98
2023-05-18,2023-05-17,450-499,Swine/Pork Market Formula Sows,544.0,15.14,23.78,19.74,477.0,2045.0,213,2023,98
2023-05-18,2023-05-17,400-449,Negotiated Formula Sows,,,,,,,213,2023,98
2023-05-18,2023-05-17,500-549,Swine/Pork Market Formula Sows,408.0,17.99,27.01,23.43,524.0,2045.0,213,2023,98
2023-05-18,2023-05-17,450-499,Combined Negotiated/Negotiated Formula Sows,1628.0,10.0,32.0,20.12,475.0,6962.0,213,2023,98
2023-05-18,2023-05-17,550/up,Swine/Pork Market Formula Sows,316.0,18.75,26.64,22.97,586.0,2045.0,213,2023,98
2023-05-18,2023-05-17,400-449,Negotiated Sows,1758.0,10.0,32.0,17.05,427.0,6962.0,213,2023,98
2023-05-18,2023-05-17,200/up,Boars,302.0,8.0,37.7,34.15,360.0,302.0,213,2023,98
2023-05-18,2023-05-17,450-499,Negotiated Sows,1628.0,10.0,32.0,20.12,475.0,6962.0,213,2023,98
2023-05-18,2023-05-17,400-449,Swine/Pork Market Formula Sows,559.0,10.0,23.78,15.13,428.0,2045.0,213,2023,98
2023-05-18,2023-05-17,500-549,Combined Negotiated/Negotiated Formula Sows,1803.0,10.0,29.21,21.83,523.0,6962.0,213,2023,98
2023-05-18,2023-05-17,550/up,Negotiated Formula Sows,,,,,,,213,2023,98
2023-05-18,2023-05-17,500-549,Negotiated Formula Sows,,,,,,,213,2023,98
2023-05-18,2023-05-17,300-399,Swine/Pork Market Formula Sows,218.0,14.06,20.14,17.76,373.0,2045.0,213,2023,98
2023-05-18,2023-05-17,550/up,Combined Negotiated/Negotiated Formula Sows,753.0,12.11,31.0,21.4,585.0,6962.0,213,2023,98
2023-05-19,2023-05-18,200/up,Boars,841.0,8.0,40.8,38.26,382.0,841.0,214,2023,99
2023-05-19,2023-05-18,550/up,Negotiated Formula Sows,,,,,,,214,2023,99
2023-05-19,2023-05-18,450-499,Negotiated Formula Sows,,,,,,,214,2023,99
2023-05-19,2023-05-18,550/up,Negotiated Sows,735.0,11.41,28.52,22.21,586.0,6123.0,214,2023,99
2023-05-19,2023-05-18,500-549,Negotiated Sows,1590.0,10.0,33.0,21.55,524.0,6123.0,214,2023,99
2023-05-19,2023-05-18,300-399,Swine/Pork Market Formula Sows,287.0,10.11,18.57,16.43,372.0,2219.0,214,2023,99
2023-05-19,2023-05-18,400-449,Negotiated Formula Sows,,,,,,,214,2023,99
2023-05-19,2023-05-18,450-499,Negotiated Sows,1357.0,10.0,31.0,20.67,474.0,6123.0,214,2023,99
2023-05-19,2023-05-18,450-499,Swine/Pork Market Formula Sows,551.0,15.66,23.26,20.46,477.0,2219.0,214,2023,99
2023-05-19,2023-05-18,500-549,Negotiated Formula Sows,,,,,,,214,2023,99
2023-05-19,2023-05-18,500-549,Swine/Pork Market Formula Sows,603.0,19.55,26.5,23.18,525.0,2219.0,214,2023,99
2023-05-19,2023-05-18,400-449,Negotiated Sows,1654.0,10.0,29.75,16.88,424.0,6123.0,214,2023,99
2023-05-19,2023-05-18,300-399,Combined Negotiated/Negotiated Formula Sows,787.0,8.0,28.5,17.76,372.0,6123.0,214,2023,99
2023-05-19,2023-05-18,400-449,Combined Negotiated/Negotiated Formula Sows,1654.0,10.0,29.75,16.88,424.0,6123.0,214,2023,99
2023-05-19,2023-05-18,500-549,Combined Negotiated/Negotiated Formula Sows,1590.0,10.0,33.0,21.55,524.0,6123.0,214,2023,99
2023-05-19,2023-05-18,550/up,Swine/Pork Market Formula Sows,400.0,20.98,26.66,23.41,586.0,2219.0,214,2023,99
2023-05-19,2023-05-18,550/up,Combined Negotiated/Negotiated Formula Sows,735.0,11.41,28.52,22.21,586.0,6123.0,214,2023,99
2023-05-19,2023-05-18,300-399,Negotiated Sows,787.0,8.0,28.5,17.76,372.0,6123.0,214,2023,99
2023-05-19,2023-05-18,400-449,Swine/Pork Market Formula Sows,378.0,15.44,20.98,17.53,426.0,2219.0,214,2023,99
2023-05-19,2023-05-18,450-499,Combined Negotiated/Negotiated Formula Sows,1357.0,10.0,31.0,20.67,474.0,6123.0,214,2023,99
2023-05-19,2023-05-18,300-399,Negotiated Formula Sows,,,,,,,214,2023,99
2023-05-22,2023-05-19,300-399,Combined Negotiated/Negotiated Formula Sows,1029.0,8.0,28.5,16.01,376.0,6017.0,215,2023,100
2023-05-22,2023-05-19,400-449,Combined Negotiated/Negotiated Formula Sows,1410.0,10.0,32.25,17.32,427.0,6017.0,215,2023,100
2023-05-22,2023-05-19,500-549,Negotiated Formula Sows,,,,,,,215,2023,100
2023-05-22,2023-05-19,300-399,Negotiated Formula Sows,,,,,,,215,2023,100
2023-05-22,2023-05-19,400-449,Swine/Pork Market Formula Sows,336.0,14.41,21.47,17.26,429.0,1823.0,215,2023,100
2023-05-22,2023-05-19,200/up,Boars,569.0,5.0,41.55,39.86,323.0,569.0,215,2023,100
2023-05-22,2023-05-19,550/up,Negotiated Sows,778.0,12.32,27.75,22.16,587.0,6017.0,215,2023,100
2023-05-22,2023-05-19,450-499,Negotiated Sows,1187.0,10.0,32.25,18.79,475.0,6017.0,215,2023,100
2023-05-22,2023-05-19,500-549,Swine/Pork Market Formula Sows,438.0,20.88,25.06,22.1,523.0,1823.0,215,2023,100
2023-05-22,2023-05-19,550/up,Swine/Pork Market Formula Sows,358.0,20.48,24.8,22.03,583.0,1823.0,215,2023,100
2023-05-22,2023-05-19,550/up,Negotiated Formula Sows,,,,,,,215,2023,100
2023-05-22,2023-05-19,450-499,Combined Negotiated/Negotiated Formula Sows,1187.0,10.0,32.25,18.79,475.0,6017.0,215,2023,100
2023-05-22,2023-05-19,550/up,Combined Negotiated/Negotiated Formula Sows,778.0,12.32,27.75,22.16,587.0,6017.0,215,2023,100
2023-05-22,2023-05-19,450-499,Swine/Pork Market Formula Sows,505.0,14.41,23.01,20.48,476.0,1823.0,215,2023,100
2023-05-22,2023-05-19,300-399,Negotiated Sows,1029.0,8.0,28.5,16.01,376.0,6017.0,215,2023,100
2023-05-22,2023-05-19,400-449,Negotiated Formula Sows,,,,,,,215,2023,100
2023-05-22,2023-05-19,300-399,Swine/Pork Market Formula Sows,186.0,,,,372.0,1823.0,215,2023,100
2023-05-22,2023-05-19,500-549,Negotiated Sows,1613.0,10.0,32.25,20.98,524.0,6017.0,215,2023,100
2023-05-22,2023-05-19,400-449,Negotiated Sows,1410.0,10.0,32.25,17.32,427.0,6017.0,215,2023,100
2023-05-22,2023-05-19,500-549,Combined Negotiated/Negotiated Formula Sows,1613.0,10.0,32.25,20.98,524.0,6017.0,215,2023,100
2023-05-22,2023-05-19,450-499,Negotiated Formula Sows,,,,,,,215,2023,100
2023-05-23,2023-05-22,550/up,Negotiated Formula Sows,,,,,,,221,2023,101
2023-05-23,2023-05-22,400-449,Negotiated Formula Sows,,,,,,,221,2023,101
2023-05-23,2023-05-22,300-399,Negotiated Formula Sows,,,,,,,221,2023,101
2023-05-23,2023-05-22,450-499,Combined Negotiated/Negotiated Formula Sows,1300.0,10.0,31.5,19.55,475.0,7372.0,221,2023,101
2023-05-23,2023-05-22,500-549,Swine/Pork Market Formula Sows,565.0,10.32,23.53,21.6,526.0,1268.0,221,2023,101
2023-05-23,2023-05-22,450-499,Negotiated Sows,1300.0,10.0,31.5,19.55,475.0,7372.0,221,2023,101
2023-05-23,2023-05-22,300-399,Negotiated Sows,944.0,8.0,28.5,16.49,376.0,7372.0,221,2023,101
2023-05-23,2023-05-22,550/up,Combined Negotiated/Negotiated Formula Sows,888.0,18.0,31.5,23.25,587.0,7372.0,221,2023,101
2023-05-23,2023-05-22,450-499,Swine/Pork Market Formula Sows,338.0,10.32,22.03,18.71,476.0,1268.0,221,2023,101
2023-05-23,2023-05-22,550/up,Negotiated Sows,888.0,18.0,31.5,23.25,587.0,7372.0,221,2023,101
2023-05-23,2023-05-22,450-499,Negotiated Formula Sows,,,,,,,221,2023,101
2023-05-23,2023-05-22,400-449,Negotiated Sows,1624.0,10.0,31.5,17.15,427.0,7372.0,221,2023,101
2023-05-23,2023-05-22,550/up,Swine/Pork Market Formula Sows,205.0,,,,585.0,1268.0,221,2023,101
2023-05-23,2023-05-22,400-449,Swine/Pork Market Formula Sows,145.0,,,,428.0,1268.0,221,2023,101
2023-05-23,2023-05-22,400-449,Combined Negotiated/Negotiated Formula Sows,1624.0,10.0,31.5,17.15,427.0,7372.0,221,2023,101
2023-05-23,2023-05-22,500-549,Negotiated Formula Sows,,,,,,,221,2023,101
2023-05-23,2023-05-22,500-549,Negotiated Sows,2616.0,10.0,31.5,22.74,525.0,7372.0,221,2023,101
2023-05-23,2023-05-22,500-549,Combined Negotiated/Negotiated Formula Sows,2616.0,10.0,31.5,22.74,525.0,7372.0,221,2023,101
