report_date,for_date_begin,purchase_type,head_count,avg_net_price,avg_carcass_weight,total_lbs,lbs_day1,usd_day1,lbs_day2,usd_day2,weekof_year,year,indexby_year,amount
2001-08-21,2001-08-20,Prod. Sold Swine or Pork Market Formula,138506,72.44,193.43,72.44,26791215.58,1940755656.6152,28805475.0,2098478853.75,342,2001,12,72.65242711799556
2001-08-21,2001-08-20,Prod. Sold Negotiated,62691,71.71,187.92,71.71,11780892.72,844807816.9512,10113760.8,729505566.5039998,342,2001,12,71.9040098998196
2001-08-22,2001-08-21,Prod. Sold Swine or Pork Market Formula,140426,72.18,191.93,72.18,26951962.18,1945392630.1524005,26791215.58,1940755656.6152,343,2001,13,72.30961116817292
2001-08-22,2001-08-21,Prod. Sold Negotiated,60372,71.23,188.01,71.23,11350539.72,808498944.2556,11780892.72,844807816.9512,343,2001,13,71.47446512425324
2001-08-23,2001-08-22,Prod. Sold Swine or Pork Market Formula,149312,71.32,191.37,71.32,28573837.44,2037886086.2208,26951962.18,1945392630.1524005,344,2001,14,71.73743995824333
2001-08-23,2001-08-22,Prod. Sold Negotiated,57935,70.36,187.33,70.36,10852963.55,763614515.378,11350539.72,808498944.2556,344,2001,14,70.80474826500657
2001-08-24,2001-08-23,Prod. Sold Swine or Pork Market Formula,145344,70.76,192.29,70.76,27948197.76,1977614473.4976,28573837.44,2037886086.2208,345,2001,15,71.04309930648782
2001-08-24,2001-08-23,Prod. Sold Negotiated,60219,69.86,187.44,69.86,11287449.36,788541212.2895999,10852963.55,763614515.378,345,2001,15,70.10509397349807
2001-08-27,2001-08-24,Prod. Sold Negotiated,56984,69.01,187.23,69.01,10669114.32,736275579.2232,11287449.36,788541212.2895999,351,2001,16,69.4469687395455
2001-08-27,2001-08-24,Prod. Sold Swine or Pork Market Formula,154522,70.18,192.42,70.18,29733123.24,2086670588.9832,27948197.76,1977614473.4976,351,2001,16,70.46102606562704
2001-08-28,2001-08-27,Prod. Sold Negotiated,75210,68.52,187.53,68.52,14104131.3,966415076.676,10669114.32,736275579.2232,352,2001,17,68.73102870802602
2001-08-28,2001-08-27,Prod. Sold Swine or Pork Market Formula,146120,69.65,192.27,69.65,28094492.4,1956781395.6600003,29733123.24,2086670588.9832,352,2001,17,69.92250916612754
2001-08-29,2001-08-28,Prod. Sold Swine or Pork Market Formula,142268,68.95,192.0,68.95,27315456.0,1883400691.2,28094492.4,1956781395.6600003,353,2001,18,69.30492082645578
2001-08-29,2001-08-28,Prod. Sold Negotiated,59993,67.28,187.83,67.28,11268485.19,758143683.5832001,14104131.3,966415076.676,353,2001,18,67.96929126087146
2001-08-30,2001-08-29,Prod. Sold Swine or Pork Market Formula,147251,67.62,192.05,67.62,28279554.55,1912263478.671,27315456.0,1883400691.2,354,2001,19,68.27346793031593
2001-08-30,2001-08-29,Prod. Sold Negotiated,58431,66.24,188.24,66.24,10999051.44,728577167.3856002,11268485.19,758143683.5832001,354,2001,19,66.76629191959253
2001-08-31,2001-08-30,Prod. Sold Swine or Pork Market Formula,147375,66.07,191.45,66.07,28214943.75,1864161333.5625,28279554.55,1912263478.671,355,2001,20,66.8458863406439
2001-08-31,2001-08-30,Prod. Sold Negotiated,60549,64.94,186.99,64.94,11322057.51,735254414.6994,10999051.44,728577167.3856002,355,2001,20,65.58059392855569
2001-09-04,2001-08-31,Prod. Sold Swine or Pork Market Formula,145791,65.0,193.02,65.0,28140578.82,1829137623.3,28214943.75,1864161333.5625,362,2001,21,65.53570596874512
2001-09-04,2001-08-31,Prod. Sold Negotiated,55172,63.96,188.67,63.96,10409301.24,665778907.3104,11322057.51,735254414.6994,362,2001,21,64.47058088394036
2001-09-05,2001-09-04,Prod. Sold Swine or Pork Market Formula,156767,63.89,193.18,63.89,30284249.06,1934860672.4434,28140578.82,1829137623.3,363,2001,22,64.42463644864057
2001-09-05,2001-09-04,Prod. Sold Negotiated,63625,62.96,188.54,62.96,11995857.5,755259188.2,10409301.24,665778907.3104,363,2001,22,63.42459395181236
2001-09-06,2001-09-05,Prod. Sold Swine or Pork Market Formula,142229,63.07,191.75,63.07,27272410.75,1720070946.0025,30284249.06,1934860672.4434,364,2001,23,63.50145457556391
2001-09-06,2001-09-05,Prod. Sold Negotiated,52022,61.72,188.34,61.72,9797823.48,604721665.1856,11995857.5,755259188.2,364,2001,23,62.402531019594655
2001-09-07,2001-09-06,Prod. Sold Negotiated,51438,61.58,187.69,61.580000000000005,9654398.22,594517842.3876001,9797823.48,604721665.1856,365,2001,24,61.65051612450007
2001-09-07,2001-09-06,Prod. Sold Swine or Pork Market Formula,142991,62.82,192.95,62.82,27590113.45,1733210926.929,27272410.75,1720070946.0025,365,2001,24,62.94427613907527
2001-09-10,2001-09-07,Prod. Sold Swine or Pork Market Formula,217869,63.05,194.75,63.05,42429987.75,2675210727.6375,27590113.45,1733210926.929,371,2001,25,62.95937279460115
2001-09-10,2001-09-07,Prod. Sold Negotiated,90826,62.03,190.6,62.03,17311435.599999998,1073828350.268,9654398.22,594517842.3876001,371,2001,25,61.868889491495054
2001-09-11,2001-09-10,Prod. Sold Negotiated,63736,62.64,190.91,62.64000000000001,12167839.76,762193482.5664,17311435.599999998,1073828350.268,372,2001,26,62.281783063286255
2001-09-11,2001-09-10,Prod. Sold Swine or Pork Market Formula,137114,63.55,192.49,63.55,26393073.86,1677279843.803,42429987.75,2675210727.6375,372,2001,26,63.2417458570033
2001-09-12,2001-09-11,Prod. Sold Negotiated,60574,62.71,189.81,62.71,11497550.94,721011419.4474,12167839.76,762193482.5664,373,2001,27,62.674008674355
2001-09-12,2001-09-11,Prod. Sold Swine or Pork Market Formula,122614,63.8,192.34,63.8,23583576.76,1504632197.288,26393073.86,1677279843.803,373,2001,27,63.66797297571679
2001-09-13,2001-09-12,Prod. Sold Negotiated,62360,62.57,190.08,62.57,11853388.8,741666537.216,11497550.94,721011419.4474,374,2001,28,62.638933291316015
2001-09-13,2001-09-12,Prod. Sold Swine or Pork Market Formula,134082,63.6,193.42,63.6,25934140.44,1649411331.984,23583576.76,1504632197.288,374,2001,28,63.69525308553602
2001-09-14,2001-09-13,Prod. Sold Negotiated,55811,62.63,189.68,62.63,10586230.48,663015614.9624001,11853388.8,741666537.216,375,2001,29,62.5983059093327
2001-09-14,2001-09-13,Prod. Sold Swine or Pork Market Formula,139186,63.8,193.96,63.8,26996516.56,1722377756.528,25934140.44,1649411331.984,375,2001,29,63.702007109263725
2001-09-17,2001-09-14,Prod. Sold Swine or Pork Market Formula,168381,63.89,193.91,63.89,32650759.71,2086057037.8719,26996516.56,1722377756.528,381,2001,30,63.849265759606496
2001-09-17,2001-09-14,Prod. Sold Negotiated,78846,62.48,191.92,62.48,15132124.319999998,945455127.5135999,10586230.48,663015614.9624001,381,2001,30,62.54174324074571
2001-09-18,2001-09-17,Prod. Sold Negotiated,64404,63.21,192.81,63.21,12417735.24,784925044.5204,15132124.319999998,945455127.5135999,382,2001,31,62.80903785608989
2001-09-18,2001-09-17,Prod. Sold Swine or Pork Market Formula,126775,63.97,196.03,63.97,24851703.25,1589763456.9025,32650759.71,2086057037.8719,382,2001,31,63.924574801802535
2001-09-19,2001-09-18,Prod. Sold Negotiated,69927,63.78,191.44,63.78,13386824.88,853811690.8463999,12417735.24,784925044.5204,383,2001,32,63.50570316820421
2001-09-19,2001-09-18,Prod. Sold Swine or Pork Market Formula,136959,64.17,194.01,64.17,26571415.59,1705087738.4103,24851703.25,1589763456.9025,383,2001,32,64.07334423967039
2001-09-20,2001-09-19,Prod. Sold Swine or Pork Market Formula,143783,64.3,194.28,64.3,27934161.24,1796166567.732,26571415.59,1705087738.4103,384,2001,33,64.23662512668247
2001-09-20,2001-09-19,Prod. Sold Negotiated,61609,63.42,190.66,63.42000000000001,11746371.94,744954908.4348,13386824.88,853811690.8463999,384,2001,33,63.6117486657712
2001-09-21,2001-09-20,Prod. Sold Negotiated,55042,63.11,191.31,63.11000000000001,10530085.02,664553665.6122,11746371.94,744954908.4348,385,2001,34,63.2734629469102
2001-09-21,2001-09-20,Prod. Sold Swine or Pork Market Formula,141339,64.05,195.4,64.05,27617640.6,1768909880.43,27934161.24,1796166567.732,385,2001,34,64.17571221956244
2001-09-24,2001-09-21,Prod. Sold Negotiated,79630,62.66,191.31,62.66,15234015.3,954563398.698,10530085.02,664553665.6122,391,2001,35,62.84392019127955
2001-09-24,2001-09-21,Prod. Sold Swine or Pork Market Formula,162864,64.51,195.42,64.51,31826882.88,2053152214.5888,27617640.6,1768909880.43,391,2001,35,64.29628620548579
2001-09-25,2001-09-24,Prod. Sold Negotiated,61236,62.92,191.8,62.92,11745064.8,738999477.216,15234015.3,954563398.698,392,2001,36,62.77318832357075
2001-09-25,2001-09-24,Prod. Sold Swine or Pork Market Formula,144087,63.67,196.47,63.67,28308772.89,1802419569.9063,31826882.88,2053152214.5888,392,2001,36,64.11457121614258
2001-09-26,2001-09-25,Prod. Sold Negotiated,57812,62.16,192.28,62.16,11116091.36,690976238.9375999,11745064.8,738999477.216,393,2001,37,62.55045484775692
2001-09-26,2001-09-25,Prod. Sold Swine or Pork Market Formula,152516,63.19,194.99,63.19,29739094.84,1879213402.9396,28308772.89,1802419569.9063,393,2001,37,63.42408630701826
2001-09-27,2001-09-26,Prod. Sold Negotiated,58820,61.15,192.06,61.15,11296969.2,690809666.5799999,11116091.36,690976238.9375999,394,2001,38,61.65092454993125
2001-09-27,2001-09-26,Prod. Sold Swine or Pork Market Formula,145268,62.69,195.24,62.69,28362124.32,1778021573.6208,29739094.84,1879213402.9396,394,2001,38,62.945924877910954
2001-09-28,2001-09-27,Prod. Sold Negotiated,62861,61.15,191.77,61.150000000000006,12054853.97,737154320.2655,11296969.2,690809666.5799999,395,2001,39,61.14999999999999
2001-09-28,2001-09-27,Prod. Sold Swine or Pork Market Formula,144135,62.15,195.61,62.15,28194247.35,1752272472.8025,28362124.32,1778021573.6208,395,2001,39,62.42080144430346
2001-10-01,2001-09-28,Prod. Sold Swine or Pork Market Formula,191365,62.33,197.36,62.330000000000005,37767796.400000006,2354066749.6120005,28194247.35,1752272472.8025,401,2001,40,62.25306235170283
2001-10-01,2001-09-28,Prod. Sold Negotiated,86821,60.88,194.63,60.88,16897971.23,1028748488.4824,12054853.97,737154320.2655,401,2001,40,60.992417719148875
2001-10-02,2001-10-01,Prod. Sold Swine or Pork Market Formula,139355,62.24,196.48,62.24,27380470.4,1704160477.696,37767796.400000006,2354066749.6120005,402,2001,41,62.292174859638784
2001-10-02,2001-10-01,Prod. Sold Negotiated,73694,61.48,193.93,61.48,14291477.42,878640031.7816,16897971.23,1028748488.4824,402,2001,41,61.15492908092814
2001-10-03,2001-10-02,Prod. Sold Swine or Pork Market Formula,139926,62.68,196.55,62.68,27502455.3,1723853898.204,27380470.4,1704160477.696,403,2001,42,62.46048898045535
2001-10-03,2001-10-02,Prod. Sold Negotiated,60715,62.16,192.59,62.16,11693101.85,726843210.9959998,14291477.42,878640031.7816,403,2001,42,61.78600107761529
2001-10-04,2001-10-03,Prod. Sold Swine or Pork Market Formula,137233,62.76,196.9,62.76,27021177.7,1695849112.452,27502455.3,1723853898.204,404,2001,43,62.7196469218403
2001-10-04,2001-10-03,Prod. Sold Negotiated,55519,62.39,193.46,62.39,10740705.74,670112631.1186,11693101.85,726843210.9959998,404,2001,43,62.27011783489224
2001-10-05,2001-10-04,Prod. Sold Negotiated,51311,62.01,193.15,62.01,9910719.65,614563725.4965,10740705.74,670112631.1186,405,2001,44,62.207636148794656
2001-10-05,2001-10-04,Prod. Sold Swine or Pork Market Formula,134802,62.31,196.76,62.31,26523641.52,1652688103.1112,27021177.7,1695849112.452,405,2001,44,62.53709069041844
2001-10-08,2001-10-05,Prod. Sold Negotiated,80436,61.1,194.71,61.1,15661693.56,956929476.516,9910719.65,614563725.4965,411,2001,45,61.45267515847794
2001-10-08,2001-10-05,Prod. Sold Swine or Pork Market Formula,166604,61.86,197.64,61.86,32927614.56,2036902236.6816,26523641.52,1652688103.1112,411,2001,45,62.0607634400178
2001-10-09,2001-10-08,Prod. Sold Negotiated,54986,60.6,192.82,60.6,10602400.52,642505471.512,15661693.56,956929476.516,412,2001,46,60.89815788643413
2001-10-09,2001-10-08,Prod. Sold Swine or Pork Market Formula,137211,61.61,197.0,61.60999999999999,27030567.0,1665353232.87,32927614.56,2036902236.6816,412,2001,46,61.747294084407166
2001-10-10,2001-10-09,Prod. Sold Negotiated,51378,59.53,191.76,59.53,9852245.28,586504161.5184,10602400.52,642505471.512,413,2001,47,60.08462063080066
2001-10-10,2001-10-09,Prod. Sold Swine or Pork Market Formula,142055,60.82,195.93,60.82,27832836.15,1692793094.643,27030567.0,1665353232.87,413,2001,47,61.20922390343917
2001-10-11,2001-10-10,Prod. Sold Negotiated,43515,58.26,193.65,58.26,8426679.75,490938362.235,9852245.28,586504161.5184,414,2001,48,58.94452337788268
2001-10-11,2001-10-10,Prod. Sold Swine or Pork Market Formula,128331,59.85,196.63,59.85,25233724.53,1510238413.1205,27832836.15,1692793094.643,414,2001,48,60.358754490955256
2001-10-12,2001-10-11,Prod. Sold Negotiated,47008,57.12,192.97,57.12,9071133.76,518143160.3712,8426679.75,490938362.235,415,2001,49,57.669006589281
2001-10-12,2001-10-11,Prod. Sold Swine or Pork Market Formula,133017,58.54,196.73,58.53999999999999,26168434.41,1531900150.3614,25233724.53,1510238413.1205,415,2001,49,59.183089314067246
2001-10-15,2001-10-12,Prod. Sold Negotiated,70753,56.28,194.15,56.28000000000001,13736694.95,773101191.7860001,9071133.76,518143160.3712,421,2001,50,56.614084951938416
2001-10-15,2001-10-12,Prod. Sold Swine or Pork Market Formula,176484,57.28,197.81,57.28,34910300.04,1999661986.2912,26168434.41,1531900150.3614,421,2001,50,57.819831541264016
2001-10-16,2001-10-15,Prod. Sold Negotiated,51886,55.29,193.03,55.28999999999999,10015554.58,553760012.7282,13736694.95,773101191.7860001,422,2001,51,55.86254905407269
2001-10-16,2001-10-15,Prod. Sold Swine or Pork Market Formula,126044,56.65,197.84,56.65,24936544.96,1412655271.984,34910300.04,1999661986.2912,422,2001,51,57.01749621513381
2001-10-17,2001-10-16,Prod. Sold Swine or Pork Market Formula,148855,55.33,197.71,55.33,29430122.05,1628368653.0265,24936544.96,1412655271.984,423,2001,52,55.93544891120776
2001-10-17,2001-10-16,Prod. Sold Negotiated,62575,53.82,195.27,53.82,12219020.25,657627669.855,10015554.58,553760012.7282,423,2001,52,54.48216086186345
2001-10-18,2001-10-17,Prod. Sold Swine or Pork Market Formula,151653,54.63,198.25,54.63,30065207.25,1642462272.0675,29430122.05,1628368653.0265,424,2001,53,54.976263911426074
2001-10-18,2001-10-17,Prod. Sold Negotiated,56998,52.56,193.97,52.56000000000001,11055902.06,581098212.2736001,12219020.25,657627669.855,424,2001,53,53.22148300346357
2001-10-19,2001-10-18,Prod. Sold Swine or Pork Market Formula,142995,54.12,198.29,54.12,28354478.55,1534544379.1259997,30065207.25,1642462272.0675,425,2001,54,54.3824672743019
2001-10-19,2001-10-18,Prod. Sold Negotiated,55557,52.72,194.26,52.72,10792502.82,568980748.6704,11055902.06,581098212.2736001,425,2001,54,52.63903553878118
2001-10-22,2001-10-19,Prod. Sold Swine or Pork Market Formula,214753,53.25,199.74,53.25000000000001,42894764.22,2284146194.715,28354478.55,1534544379.1259997,431,2001,55,53.59622678613066
2001-10-22,2001-10-19,Prod. Sold Negotiated,91915,52.12,195.96,52.12,18011663.400000002,938767896.408,10792502.82,568980748.6704,431,2001,55,52.344811287455485
2001-10-23,2001-10-22,Prod. Sold Swine or Pork Market Formula,139932,53.59,199.29,53.59,27887048.28,1494466917.3251998,42894764.22,2284146194.715,432,2001,56,53.383955264499626
2001-10-23,2001-10-22,Prod. Sold Negotiated,57097,52.42,194.07,52.42000000000001,11080814.79,580856311.2918,18011663.400000002,938767896.408,432,2001,56,52.23426473933536
2001-10-24,2001-10-23,Prod. Sold Negotiated,58085,52.05,194.51,52.05,11298113.35,588066799.8675,11080814.79,580856311.2918,433,2001,57,52.23320365687987
2001-10-24,2001-10-23,Prod. Sold Swine or Pork Market Formula,145842,52.78,198.08,52.78,28888383.360000003,1524728873.7408,27887048.28,1494466917.3251998,433,2001,57,53.177857109216326
2001-10-25,2001-10-24,Prod. Sold Negotiated,59798,51.67,195.57,51.67000000000001,11694694.86,604264883.4162,11298113.35,588066799.8675,434,2001,58,51.85672286715864
2001-10-25,2001-10-24,Prod. Sold Swine or Pork Market Formula,146220,52.39,198.59,52.39,29037829.8,1521291903.222,28888383.360000003,1524728873.7408,434,2001,58,52.5844969107385
2001-10-26,2001-10-25,Prod. Sold Negotiated,61047,50.97,195.33,50.970000000000006,11924310.510000002,607782106.6947001,11694694.86,604264883.4162,435,2001,59,51.316597423293615
2001-10-26,2001-10-25,Prod. Sold Swine or Pork Market Formula,154980,52.2,199.15,52.2,30864267.0,1611114737.4,29037829.8,1521291903.222,435,2001,59,52.292103414683815
2001-10-29,2001-10-26,Prod. Sold Negotiated,82471,50.42,196.21,50.42000000000001,16181634.91,815878032.1622002,11924310.510000002,607782106.6947001,441,2001,60,50.65334460671916
2001-10-29,2001-10-26,Prod. Sold Swine or Pork Market Formula,213533,50.99,200.1,50.99,42727953.3,2178698338.767,30864267.0,1611114737.4,441,2001,60,51.49746889980706
2001-10-30,2001-10-29,Prod. Sold Swine or Pork Market Formula,131835,51.91,199.66,51.91,26322176.1,1366384161.3509998,42727953.3,2178698338.767,442,2001,61,51.340707554387286
2001-10-30,2001-10-29,Prod. Sold Negotiated,56563,51.04,195.75,51.04,11072207.25,565125458.04,16181634.91,815878032.1622002,442,2001,61,50.67188259529422
2001-10-31,2001-10-30,Prod. Sold Swine or Pork Market Formula,142360,51.37,199.13,51.37,28348146.8,1456244301.116,26322176.1,1366384161.3509998,443,2001,62,51.62999435049981
2001-10-31,2001-10-30,Prod. Sold Negotiated,52817,50.14,195.9,50.14,10346850.3,518791074.04200006,11072207.25,565125458.04,443,2001,62,50.605239261892734
2001-11-01,2001-10-31,Prod. Sold Negotiated,48493,50.05,197.25,50.05,9565244.25,478740474.7125,10346850.3,518791074.04200006,444,2001,63,50.09676637732217
2001-11-01,2001-10-31,Prod. Sold Swine or Pork Market Formula,144838,51.44,199.31,51.44,28867661.78,1484952521.9632,28348146.8,1456244301.116,444,2001,63,51.40531779720939
2001-11-02,2001-11-01,Prod. Sold Negotiated,64285,50.74,196.64,50.74,12641002.4,641404461.7759999,9565244.25,478740474.7125,445,2001,64,50.44278549830932
2001-11-02,2001-11-01,Prod. Sold Swine or Pork Market Formula,149919,52.26,199.74,52.26,29944821.06,1564916348.5956,28867661.78,1484952521.9632,445,2001,64,51.85750921034913
2001-11-05,2001-11-02,Prod. Sold Swine or Pork Market Formula,201389,52.55,200.51,52.55,40380508.39,2121995715.8945,29944821.06,1564916348.5956,451,2001,65,52.42651678029359
2001-11-05,2001-11-02,Prod. Sold Negotiated,86134,50.63,197.6,50.63,17020078.4,861726569.392,12641002.4,641404461.7759999,451,2001,65,50.67687995941132
2001-11-06,2001-11-05,Prod. Sold Negotiated,60389,52.03,196.42,52.03000000000001,11861607.38,617159431.9814,17020078.4,861726569.392,452,2001,66,51.20497510562557
2001-11-06,2001-11-05,Prod. Sold Swine or Pork Market Formula,131460,52.81,199.89,52.81,26277539.4,1387716855.714,40380508.39,2121995715.8945,452,2001,66,52.652495654621084
2001-11-07,2001-11-06,Prod. Sold Swine or Pork Market Formula,145065,52.44,198.87,52.44,28849076.55,1512845574.282,26277539.4,1387716855.714,453,2001,67,52.616370150977865
2001-11-07,2001-11-06,Prod. Sold Negotiated,53140,52.16,194.65,52.16,10343701.0,539527444.16,11861607.38,617159431.9814,453,2001,67,52.09055674197306
2001-11-08,2001-11-07,Prod. Sold Swine or Pork Market Formula,147298,51.79,199.32,51.79,29359437.36,1520525260.8744,28849076.55,1512845574.282,454,2001,68,52.11215046387361
2001-11-08,2001-11-07,Prod. Sold Negotiated,51340,51.35,196.44,51.35,10085229.6,517876539.96,10343701.0,539527444.16,454,2001,68,51.76012415060041
2001-11-09,2001-11-08,Prod. Sold Swine or Pork Market Formula,149783,52.65,199.98,52.65,29953604.34,1577057268.501,29359437.36,1520525260.8744,455,2001,69,52.22430751474004
2001-11-09,2001-11-08,Prod. Sold Negotiated,52752,52.04,196.02,52.04,10340447.04,538116863.9616001,10085229.6,517876539.96,455,2001,69,51.69931075152867
2001-11-12,2001-11-09,Prod. Sold Negotiated,68662,49.41,196.93,49.41,13521607.66,668102634.4806,10340447.04,538116863.9616001,461,2001,70,50.54969128212584
2001-11-12,2001-11-09,Prod. Sold Swine or Pork Market Formula,212491,49.3,200.79,49.3,42666067.89,2103437146.977,29953604.34,1577057268.501,461,2001,70,50.68178225620724
2001-11-13,2001-11-12,Prod. Sold Swine or Pork Market Formula,129977,50.29,200.78,50.29,26096782.06,1312407169.7974,42666067.89,2103437146.977,462,2001,71,49.675723435811435
2001-11-13,2001-11-12,Prod. Sold Negotiated,48325,48.66,195.69,48.66,9456719.25,460163958.705,13521607.66,668102634.4806,462,2001,71,49.10133786522928
2001-11-14,2001-11-13,Prod. Sold Negotiated,52440,47.57,195.64,47.57,10259361.6,488037831.312,9456719.25,460163958.705,463,2001,72,48.0928130306891
2001-11-14,2001-11-13,Prod. Sold Swine or Pork Market Formula,153439,49.23,199.12,49.23,30552773.68,1504113048.2664,26096782.06,1312407169.7974,463,2001,72,49.71831078412266
2001-11-15,2001-11-14,Prod. Sold Negotiated,53393,46.36,196.45,46.36,10489054.85,486272582.846,10259361.6,488037831.312,464,2001,73,46.958302408567675
2001-11-15,2001-11-14,Prod. Sold Swine or Pork Market Formula,153945,48.76,199.5,48.76,30712027.5,1497518460.9,30552773.68,1504113048.2664,464,2001,73,48.99438913296086
2001-11-16,2001-11-15,Prod. Sold Swine or Pork Market Formula,152043,48.66,199.36,48.66,30311292.48,1474947492.0768,30712027.5,1497518460.9,465,2001,74,48.710328345802985
2001-11-16,2001-11-15,Prod. Sold Negotiated,48504,45.33,197.3,45.33,9569839.2,433800810.9360001,10489054.85,486272582.846,465,2001,74,45.868600307104174
2001-11-19,2001-11-16,Prod. Sold Swine or Pork Market Formula,232258,47.86,200.1,47.85999999999999,46474825.8,2224285162.788,30311292.48,1474947492.0768,471,2001,75,48.17579971129125
2001-11-19,2001-11-16,Prod. Sold Negotiated,87661,44.21,199.0,44.21,17444539.0,771223069.19,9569839.2,433800810.9360001,471,2001,75,44.60675982266362
2001-11-20,2001-11-19,Prod. Sold Swine or Pork Market Formula,144976,47.16,200.06,47.16,29003898.56,1367823856.0895998,46474825.8,2224285162.788,472,2001,76,47.59101388286366
2001-11-20,2001-11-19,Prod. Sold Negotiated,45799,43.73,197.67,43.73,9053088.33,395891552.6709,17444539.0,771223069.19,472,2001,76,44.04600484887641
2001-11-21,2001-11-20,Prod. Sold Swine or Pork Market Formula,156812,47.62,199.0,47.62,31205588.0,1486010100.56,29003898.56,1367823856.0895998,473,2001,77,47.39841044493371
2001-11-21,2001-11-20,Prod. Sold Negotiated,43467,43.88,196.1,43.88,8523878.7,374027797.356,9053088.33,395891552.6709,473,2001,77,43.8027418901576
2001-11-23,2001-11-21,Prod. Sold Negotiated,50612,44.2,196.96,44.2,9968539.52,440609446.784,8523878.7,374027797.356,475,2001,78,44.05249948646252
2001-11-23,2001-11-21,Prod. Sold Swine or Pork Market Formula,150792,47.36,200.05,47.36,30165939.6,1428658899.456,31205588.0,1486010100.56,475,2001,78,47.49220223118578
2001-11-26,2001-11-23,Prod. Sold Swine or Pork Market Formula,256464,47.37,200.97,47.370000000000005,51541570.08,2441524174.6896,30165939.6,1428658899.456,481,2001,79,47.366308057886215
2001-11-26,2001-11-23,Prod. Sold Negotiated,97469,44.91,201.18,44.91,19608813.42,880631810.6922,9968539.52,440609446.784,481,2001,79,44.67070667738396
2001-11-27,2001-11-26,Prod. Sold Negotiated,47878,45.51,199.02,45.51,9528679.56,433650206.7756,19608813.42,880631810.6922,482,2001,80,45.10621481298766
2001-11-27,2001-11-26,Prod. Sold Swine or Pork Market Formula,131928,47.63,201.53,47.63,26587449.84,1266360235.8792,51541570.08,2441524174.6896,482,2001,80,47.45847848040943
2001-11-28,2001-11-27,Prod. Sold Negotiated,54727,46.44,197.12,46.44,10787786.24,500984792.9856,9528679.56,433650206.7756,483,2001,81,46.003818231082285
2001-11-28,2001-11-27,Prod. Sold Swine or Pork Market Formula,156957,48.49,199.3,48.49,31281530.1,1516841394.549,26587449.84,1266360235.8792,483,2001,81,48.09487973200656
2001-11-29,2001-11-28,Prod. Sold Swine or Pork Market Formula,154395,48.93,199.77,48.93,30843489.15,1509171924.1095002,31281530.1,1516841394.549,484,2001,82,48.708448789068186
2001-11-29,2001-11-28,Prod. Sold Negotiated,57433,46.69,198.51,46.69,11401024.83,532313849.3127,10787786.24,500984792.9856,484,2001,82,46.56845466115819
2001-11-30,2001-11-29,Prod. Sold Swine or Pork Market Formula,149664,48.74,201.1,48.74000000000001,30097430.4,1466948757.696,30843489.15,1509171924.1095002,485,2001,83,48.8361630211978
2001-11-30,2001-11-29,Prod. Sold Negotiated,55606,46.51,198.61,46.51,11043907.66,513652145.2666,11401024.83,532313849.3127,485,2001,83,46.601431973355865
2001-12-03,2001-11-30,Prod. Sold Swine or Pork Market Formula,217721,48.87,200.79,48.87,43716199.59,2136410673.9633,30097430.4,1466948757.696,491,2001,84,48.816992636014106
2001-12-03,2001-11-30,Prod. Sold Negotiated,86629,46.28,200.55,46.28,17373445.95,804043078.566,11043907.66,513652145.2666,491,2001,84,46.369385478910544
2001-12-04,2001-12-03,Prod. Sold Swine or Pork Market Formula,143405,48.58,201.16,48.58,28847349.8,1401404253.284,43716199.59,2136410673.9633,492,2001,85,48.75471165602666
2001-12-04,2001-12-03,Prod. Sold Negotiated,55012,46.55,197.62,46.55,10871471.44,506066995.532,17373445.95,804043078.566,492,2001,85,46.383923026159714
2001-12-05,2001-12-04,Prod. Sold Swine or Pork Market Formula,145301,48.86,200.54,48.85999999999999,29138662.54,1423715051.7043998,28847349.8,1401404253.284,493,2001,86,48.72070333830442
2001-12-05,2001-12-04,Prod. Sold Negotiated,52098,46.09,197.18,46.09,10272683.64,473467988.9676001,10871471.44,506066995.532,493,2001,86,46.326513440403694
2001-12-06,2001-12-05,Prod. Sold Swine or Pork Market Formula,149563,48.48,201.13,48.48,30081606.19,1458356268.0912,29138662.54,1423715051.7043998,494,2001,87,48.66697469637774
2001-12-06,2001-12-05,Prod. Sold Negotiated,48428,45.69,198.29,45.69,9602788.12,438751389.2027999,10272683.64,473467988.9676001,494,2001,87,45.89674092698869
2001-12-07,2001-12-06,Prod. Sold Swine or Pork Market Formula,154409,48.16,201.05,48.16,31043929.450000003,1495075642.312,30081606.19,1458356268.0912,495,2001,88,48.317481057303006
2001-12-07,2001-12-06,Prod. Sold Negotiated,48479,45.33,197.23,45.33,9561513.17,433423391.9961,9602788.12,438751389.2027999,495,2001,88,45.51038767346054
2001-12-10,2001-12-07,Prod. Sold Negotiated,96233,45.06,201.14,45.06,19356305.62,872195131.2371999,9561513.17,433423391.9961,501,2001,89,45.149273972378325
2001-12-10,2001-12-07,Prod. Sold Swine or Pork Market Formula,218748,47.94,202.55,47.94,44307407.400000006,2124097110.7560005,31043929.450000003,1495075642.312,501,2001,89,48.030637601992325
2001-12-11,2001-12-10,Prod. Sold Negotiated,49285,45.41,197.7,45.41,9743644.5,442458896.745,19356305.62,872195131.2371999,502,2001,90,45.17719180139268
2001-12-11,2001-12-10,Prod. Sold Swine or Pork Market Formula,139679,47.72,201.36,47.72,28125763.44,1342161431.3568,44307407.400000006,2124097110.7560005,502,2001,90,47.854574111763405
